,Query,Bitscore,E-value
2978,OTU5601,161.0,3e-39
2979,OTU16487,150.0,6e-36
2980,OTU8082,60.2,1e-08
2981,OTU3432,52.8,2e-06
2982,OTU12410,156.0,1e-37
2983,OTU7322,156.0,1e-37
2984,OTU4859,156.0,1e-37
2985,OTU5123,156.0,1e-37
2986,OTU8610,156.0,1e-37
2987,OTU8094,156.0,1e-37
2988,OTU5124,156.0,1e-37
2989,OTU7362,156.0,1e-37
2990,OTU8076,119.0,2e-26
2991,OTU12422,52.8,2e-06
2992,OTU4232,161.0,3e-39
2993,OTU7995,156.0,1e-37
2994,OTU7992,156.0,1e-37
2995,OTU10232,156.0,1e-37
2996,OTU12426,52.8,2e-06
2997,OTU5598,161.0,3e-39
2998,OTU5145,-1.0,-1.0
2999,OTU8650,150.0,6e-36
3000,OTU16416,150.0,6e-36
3001,OTU16415,156.0,1e-37
3002,OTU16414,156.0,1e-37
3003,OTU6095,156.0,1e-37
3004,OTU16406,-1.0,-1.0
3005,OTU3907,163.0,8e-40
3006,OTU4441,156.0,1e-37
3007,OTU10157,156.0,1e-37
3008,OTU7201,161.0,3e-39
3009,OTU12497,139.0,1e-32
3010,OTU3278,161.0,3e-39
3011,OTU16401,161.0,3e-39
3012,OTU10074,163.0,8e-40
3013,OTU16420,161.0,3e-39
3014,OTU16432,95.3,3e-19
3015,OTU8689,156.0,1e-37
3016,OTU10067,161.0,3e-39
3017,OTU16440,161.0,3e-39
3018,OTU5594,161.0,3e-39
3019,OTU16433,-1.0,-1.0
3020,OTU3289,161.0,3e-39
3021,OTU12506,159.0,1e-38
3022,OTU12507,161.0,3e-39
3023,OTU5141,147.0,8e-35
3024,OTU4826,141.0,4e-33
3025,OTU8014,147.0,8e-35
3026,OTU7248,154.0,5e-37
3027,OTU8700,141.0,4e-33
3028,OTU8011,141.0,4e-33
3029,OTU2898,141.0,4e-33
3030,OTU7996,135.0,2e-31
3031,OTU6065,141.0,4e-33
3032,OTU8007,-1.0,-1.0
3033,OTU16546,137.0,5e-32
3034,OTU7260,147.0,8e-35
3035,OTU3300,141.0,4e-33
3036,OTU10052,141.0,4e-33
3037,OTU6538,-1.0,-1.0
3038,OTU16538,143.0,1e-33
3039,OTU6071,147.0,8e-35
3040,OTU16558,141.0,4e-33
3041,OTU10054,145.0,3e-34
3042,OTU7997,145.0,3e-34
3043,OTU6049,141.0,4e-33
3044,OTU12519,141.0,4e-33
3045,OTU16577,141.0,4e-33
3046,OTU16576,135.0,2e-31
3047,OTU8701,147.0,8e-35
3048,OTU8703,141.0,4e-33
3049,OTU5593,141.0,4e-33
3050,OTU16571,141.0,4e-33
3051,OTU5997,141.0,4e-33
3052,OTU12521,135.0,2e-31
3053,OTU16567,106.0,1e-22
3054,OTU5591,141.0,4e-33
3055,OTU12478,141.0,4e-33
3056,OTU16513,135.0,2e-31
3057,OTU16534,141.0,4e-33
3058,OTU7224,141.0,4e-33
3059,OTU16506,147.0,8e-35
3060,OTU6548,156.0,1e-37
3061,OTU2805,150.0,6e-36
3062,OTU5589,143.0,1e-33
3063,OTU16497,91.6,4e-18
3064,OTU16496,156.0,1e-37
3065,OTU16495,156.0,1e-37
3066,OTU5931,150.0,6e-36
3067,OTU16512,150.0,6e-36
3068,OTU10134,150.0,6e-36
3069,OTU12473,145.0,3e-34
3070,OTU8706,152.0,2e-36
3071,OTU16527,150.0,6e-36
3072,OTU8709,156.0,1e-37
3073,OTU4008,156.0,1e-37
3074,OTU3243,156.0,1e-37
3075,OTU5587,60.2,1e-08
3076,OTU4039,99.0,2e-20
3077,OTU677,161.0,3e-39
3078,OTU16519,156.0,1e-37
3079,OTU12477,-1.0,-1.0
3080,OTU8710,156.0,1e-37
3081,OTU16516,156.0,1e-37
3082,OTU12479,56.5,1e-07
3083,OTU6516,156.0,1e-37
3084,OTU12480,156.0,1e-37
3085,OTU16764,156.0,1e-37
3086,OTU12481,111.0,3e-24
3087,OTU6519,80.5,8e-15
3088,OTU17014,-1.0,-1.0
3089,OTU8173,156.0,1e-37
3090,OTU17011,-1.0,-1.0
3091,OTU12486,156.0,1e-37
3092,OTU17009,156.0,1e-37
3093,OTU12487,86.1,2e-16
3094,OTU10127,156.0,1e-37
3095,OTU17005,150.0,6e-36
3096,OTU8713,60.2,1e-08
3097,OTU10103,156.0,1e-37
3098,OTU17001,147.0,8e-35
3099,OTU16999,156.0,1e-37
3100,OTU16998,156.0,1e-37
3101,OTU2829,161.0,3e-39
3102,OTU3505,128.0,3e-29
3103,OTU17020,-1.0,-1.0
3104,OTU5132,115.0,2e-25
3105,OTU17025,115.0,2e-25
3106,OTU256,143.0,1e-33
3107,OTU2550,-1.0,-1.0
3108,OTU17021,167.0,6e-41
3109,OTU17019,137.0,5e-32
3110,OTU16994,119.0,2e-26
3111,OTU16970,150.0,6e-36
3112,OTU16968,156.0,1e-37
3113,OTU16967,150.0,6e-36
3114,OTU16964,150.0,6e-36
3115,OTU8715,150.0,6e-36
3116,OTU12316,145.0,3e-34
3117,OTU8230,145.0,3e-34
3118,OTU5586,145.0,3e-34
3119,OTU12318,150.0,6e-36
3120,OTU16993,150.0,6e-36
3121,OTU12320,150.0,6e-36
3122,OTU16974,150.0,6e-36
3123,OTU8702,143.0,1e-33
3124,OTU2339,141.0,4e-33
3125,OTU16996,110.0,1e-23
3126,OTU17108,154.0,5e-37
3127,OTU8683,161.0,3e-39
3128,OTU17104,156.0,1e-37
3129,OTU17096,156.0,1e-37
3130,OTU17130,87.9,5e-17
3131,OTU17129,89.8,1e-17
3132,OTU5127,143.0,1e-33
3133,OTU8123,91.6,4e-18
3134,OTU1634,121.0,5e-27
3135,OTU2709,150.0,6e-36
3136,OTU4404,134.0,6e-31
3137,OTU17120,156.0,1e-37
3138,OTU17119,73.1,1e-12
3139,OTU12287,137.0,5e-32
3140,OTU17113,156.0,1e-37
3141,OTU10415,100.0,6e-21
3142,OTU10406,54.7,5e-07
3143,OTU17058,58.4,4e-08
3144,OTU12292,145.0,3e-34
3145,OTU992,165.0,2e-40
3146,OTU12294,117.0,6e-26
3147,OTU5099,141.0,4e-33
3148,OTU17063,145.0,3e-34
3149,OTU17053,145.0,3e-34
3150,OTU3536,139.0,1e-32
3151,OTU17082,124.0,4e-28
3152,OTU1007,135.0,2e-31
3153,OTU12297,119.0,2e-26
3154,OTU8659,135.0,2e-31
3155,OTU10504,148.0,2e-35
3156,OTU8660,139.0,1e-32
3157,OTU12300,65.8,2e-10
3158,OTU16949,134.0,6e-31
3159,OTU10506,134.0,6e-31
3160,OTU12335,-1.0,-1.0
3161,OTU8115,147.0,8e-35
3162,OTU16828,52.8,2e-06
3163,OTU2112,-1.0,-1.0
3164,OTU1860,67.6,6e-11
3165,OTU1681,148.0,2e-35
3166,OTU16846,150.0,6e-36
3167,OTU8145,156.0,1e-37
3168,OTU16789,117.0,6e-26
3169,OTU12392,147.0,8e-35
3170,OTU8682,148.0,2e-35
3171,OTU10466,148.0,2e-35
3172,OTU5960,135.0,2e-31
3173,OTU17868,150.0,6e-36
3174,OTU5342,156.0,1e-37
3175,OTU16771,150.0,6e-36
3176,OTU2298,143.0,1e-33
3177,OTU6876,132.0,2e-30
3178,OTU1393,159.0,1e-38
3179,OTU6460,-1.0,-1.0
3180,OTU6846,-1.0,-1.0
3181,OTU8719,58.4,4e-08
3182,OTU12345,150.0,6e-36
3183,OTU2444,110.0,1e-23
3184,OTU570,154.0,5e-37
3185,OTU16905,86.1,2e-16
3186,OTU2261,117.0,6e-26
3187,OTU585,171.0,5e-42
3188,OTU12351,154.0,5e-37
3189,OTU246,165.0,2e-40
3190,OTU16909,154.0,5e-37
3191,OTU10327,154.0,5e-37
3192,OTU4392,152.0,2e-36
3193,OTU3134,158.0,4e-38
3194,OTU16926,-1.0,-1.0
3195,OTU16947,152.0,2e-36
3196,OTU3321,-1.0,-1.0
3197,OTU16944,-1.0,-1.0
3198,OTU2104,159.0,1e-38
3199,OTU1266,137.0,5e-32
3200,OTU10310,154.0,5e-37
3201,OTU12,165.0,2e-40
3202,OTU2807,159.0,1e-38
3203,OTU1788,159.0,1e-38
3204,OTU810,165.0,2e-40
3205,OTU6916,154.0,5e-37
3206,OTU2645,154.0,5e-37
3207,OTU9035,154.0,5e-37
3208,OTU16929,126.0,1e-28
3209,OTU12359,148.0,2e-35
3210,OTU16903,154.0,5e-37
3211,OTU12360,154.0,5e-37
3212,OTU454,159.0,1e-38
3213,OTU4265,152.0,2e-36
3214,OTU16874,143.0,1e-33
3215,OTU16872,148.0,2e-35
3216,OTU16871,154.0,5e-37
3217,OTU781,159.0,1e-38
3218,OTU1789,159.0,1e-38
3219,OTU3741,154.0,5e-37
3220,OTU10301,154.0,5e-37
3221,OTU3326,159.0,1e-38
3222,OTU10303,143.0,1e-33
3223,OTU4165,152.0,2e-36
3224,OTU2703,152.0,2e-36
3225,OTU10305,147.0,8e-35
3226,OTU377,130.0,8e-30
3227,OTU2544,119.0,2e-26
3228,OTU16869,113.0,8e-25
3229,OTU12690,113.0,8e-25
3230,OTU16899,148.0,2e-35
3231,OTU16896,113.0,8e-25
3232,OTU5977,-1.0,-1.0
3233,OTU6891,147.0,8e-35
3234,OTU2860,137.0,5e-32
3235,OTU4144,76.8,1e-13
3236,OTU16887,154.0,5e-37
3237,OTU6892,154.0,5e-37
3238,OTU328,154.0,5e-37
3239,OTU12693,154.0,5e-37
3240,OTU16883,148.0,2e-35
3241,OTU1827,159.0,1e-38
3242,OTU12695,148.0,2e-35
3243,OTU18707,110.0,1e-23
3244,OTU348,137.0,5e-32
3245,OTU2418,159.0,1e-38
3246,OTU206,165.0,2e-40
3247,OTU2247,159.0,1e-38
3248,OTU919,165.0,2e-40
3249,OTU9044,159.0,1e-38
3250,OTU18694,148.0,2e-35
3251,OTU9045,154.0,5e-37
3252,OTU12698,159.0,1e-38
3253,OTU3933,159.0,1e-38
3254,OTU3337,159.0,1e-38
3255,OTU18703,154.0,5e-37
3256,OTU1572,159.0,1e-38
3257,OTU2229,159.0,1e-38
3258,OTU10392,159.0,1e-38
3259,OTU124,163.0,8e-40
3260,OTU9046,154.0,5e-37
3261,OTU1895,159.0,1e-38
3262,OTU18726,154.0,5e-37
3263,OTU10395,154.0,5e-37
3264,OTU12704,148.0,2e-35
3265,OTU10398,159.0,1e-38
3266,OTU12705,154.0,5e-37
3267,OTU3924,159.0,1e-38
3268,OTU3774,161.0,3e-39
3269,OTU12707,154.0,5e-37
3270,OTU4429,159.0,1e-38
3271,OTU1869,159.0,1e-38
3272,OTU1682,163.0,8e-40
3273,OTU12682,148.0,2e-35
3274,OTU1508,159.0,1e-38
3275,OTU4125,154.0,5e-37
3276,OTU12656,154.0,5e-37
3277,OTU369,165.0,2e-40
3278,OTU8174,154.0,5e-37
3279,OTU1308,135.0,2e-31
3280,OTU4422,102.0,2e-21
3281,OTU139,135.0,2e-31
3282,OTU6521,63.9,8e-10
3283,OTU12661,108.0,4e-23
3284,OTU449,63.9,8e-10
3285,OTU18680,134.0,6e-31
3286,OTU6517,139.0,1e-32
3287,OTU4890,135.0,2e-31
3288,OTU4310,135.0,2e-31
3289,OTU3223,135.0,2e-31
3290,OTU4319,130.0,8e-30
3291,OTU3744,130.0,8e-30
3292,OTU5352,134.0,6e-31
3293,OTU12664,139.0,1e-32
3294,OTU5119,135.0,2e-31
3295,OTU3490,67.6,6e-11
3296,OTU10367,132.0,2e-30
3297,OTU6817,130.0,8e-30
3298,OTU3755,134.0,6e-31
3299,OTU5351,141.0,4e-33
3300,OTU8186,130.0,8e-30
3301,OTU9055,102.0,2e-21
3302,OTU18810,130.0,8e-30
3303,OTU18809,124.0,4e-28
3304,OTU9056,130.0,8e-30
3305,OTU8191,130.0,8e-30
3306,OTU10282,134.0,6e-31
3307,OTU18802,156.0,1e-37
3308,OTU12669,121.0,5e-27
3309,OTU12670,139.0,1e-32
3310,OTU18797,134.0,6e-31
3311,OTU9042,-1.0,-1.0
3312,OTU859,159.0,1e-38
3313,OTU1099,141.0,4e-33
3314,OTU18771,-1.0,-1.0
3315,OTU18746,-1.0,-1.0
3316,OTU18745,139.0,1e-32
3317,OTU1082,145.0,3e-34
3318,OTU12673,154.0,5e-37
3319,OTU629,165.0,2e-40
3320,OTU3748,159.0,1e-38
3321,OTU1016,159.0,1e-38
3322,OTU1387,159.0,1e-38
3323,OTU9841,154.0,5e-37
3324,OTU2369,159.0,1e-38
3325,OTU1458,159.0,1e-38
3326,OTU3068,159.0,1e-38
3327,OTU2034,165.0,2e-40
3328,OTU8963,154.0,5e-37
3329,OTU3247,159.0,1e-38
3330,OTU2547,159.0,1e-38
3331,OTU1863,161.0,3e-39
3332,OTU3438,159.0,1e-38
3333,OTU3872,147.0,8e-35
3334,OTU18757,154.0,5e-37
3335,OTU1462,159.0,1e-38
3336,OTU18756,143.0,1e-33
3337,OTU1899,159.0,1e-38
3338,OTU18733,141.0,4e-33
3339,OTU6562,159.0,1e-38
3340,OTU8996,141.0,4e-33
3341,OTU8997,159.0,1e-38
3342,OTU2450,159.0,1e-38
3343,OTU18545,154.0,5e-37
3344,OTU12714,154.0,5e-37
3345,OTU18534,154.0,5e-37
3346,OTU3869,159.0,1e-38
3347,OTU18540,154.0,5e-37
3348,OTU8003,141.0,4e-33
3349,OTU18537,148.0,2e-35
3350,OTU2320,159.0,1e-38
3351,OTU1604,159.0,1e-38
3352,OTU18569,154.0,5e-37
3353,OTU9777,154.0,5e-37
3354,OTU2572,159.0,1e-38
3355,OTU1697,159.0,1e-38
3356,OTU1569,154.0,5e-37
3357,OTU9767,154.0,5e-37
3358,OTU12751,-1.0,-1.0
3359,OTU56,156.0,1e-37
3360,OTU18556,154.0,5e-37
3361,OTU9762,154.0,5e-37
3362,OTU3253,154.0,5e-37
3363,OTU9001,158.0,4e-38
3364,OTU651,163.0,8e-40
3365,OTU1442,52.8,2e-06
3366,OTU9003,113.0,8e-25
3367,OTU12760,154.0,5e-37
3368,OTU7075,108.0,4e-23
3369,OTU18505,108.0,4e-23
3370,OTU8992,113.0,8e-25
3371,OTU9793,135.0,2e-31
3372,OTU18500,150.0,6e-36
3373,OTU7969,-1.0,-1.0
3374,OTU7970,145.0,3e-34
3375,OTU5347,108.0,4e-23
3376,OTU7962,108.0,4e-23
3377,OTU18512,159.0,1e-38
3378,OTU2834,148.0,2e-35
3379,OTU9974,147.0,8e-35
3380,OTU18522,147.0,8e-35
3381,OTU5175,152.0,2e-36
3382,OTU748,152.0,2e-36
3383,OTU2699,154.0,5e-37
3384,OTU15,163.0,8e-40
3385,OTU153,165.0,2e-40
3386,OTU194,148.0,2e-35
3387,OTU7166,152.0,2e-36
3388,OTU3740,152.0,2e-36
3389,OTU5184,158.0,4e-38
3390,OTU7169,52.8,2e-06
3391,OTU3742,147.0,8e-35
3392,OTU7170,69.4,2e-11
3393,OTU9012,154.0,5e-37
3394,OTU18621,152.0,2e-36
3395,OTU2143,121.0,5e-27
3396,OTU18623,110.0,1e-23
3397,OTU8067,159.0,1e-38
3398,OTU18649,154.0,5e-37
3399,OTU1182,159.0,1e-38
3400,OTU12720,159.0,1e-38
3401,OTU18644,126.0,1e-28
3402,OTU18634,159.0,1e-38
3403,OTU8073,159.0,1e-38
3404,OTU12721,159.0,1e-38
3405,OTU18639,130.0,8e-30
3406,OTU12722,159.0,1e-38
3407,OTU18636,159.0,1e-38
3408,OTU5410,119.0,2e-26
3409,OTU12725,148.0,2e-35
3410,OTU5192,154.0,5e-37
3411,OTU1095,159.0,1e-38
3412,OTU18586,158.0,4e-38
3413,OTU3026,145.0,3e-34
3414,OTU2314,165.0,2e-40
3415,OTU7121,159.0,1e-38
3416,OTU1024,159.0,1e-38
3417,OTU18575,102.0,2e-21
3418,OTU1440,148.0,2e-35
3419,OTU12727,156.0,1e-37
3420,OTU18604,154.0,5e-37
3421,OTU12729,154.0,5e-37
3422,OTU12730,154.0,5e-37
3423,OTU18601,148.0,2e-35
3424,OTU9959,154.0,5e-37
3425,OTU9018,156.0,1e-37
3426,OTU12733,154.0,5e-37
3427,OTU1673,145.0,3e-34
3428,OTU9820,154.0,5e-37
3429,OTU8083,108.0,4e-23
3430,OTU18983,113.0,8e-25
3431,OTU18984,102.0,2e-21
3432,OTU18985,113.0,8e-25
3433,OTU18987,52.8,2e-06
3434,OTU18991,99.0,2e-20
3435,OTU18992,60.2,1e-08
3436,OTU18995,110.0,1e-23
3437,OTU19000,108.0,4e-23
3438,OTU134,-1.0,-1.0
3439,OTU3214,126.0,1e-28
3440,OTU19008,124.0,4e-28
3441,OTU19012,52.8,2e-06
3442,OTU3900,67.6,6e-11
3443,OTU18966,143.0,1e-33
3444,OTU18967,128.0,3e-29
3445,OTU6248,139.0,1e-32
3446,OTU6245,132.0,2e-30
3447,OTU149,165.0,2e-40
3448,OTU3415,110.0,1e-23
3449,OTU2973,117.0,6e-26
3450,OTU18981,154.0,5e-37
3451,OTU19015,143.0,1e-33
3452,OTU6048,165.0,2e-40
3453,OTU9927,159.0,1e-38
3454,OTU8044,158.0,4e-38
3455,OTU1229,165.0,2e-40
3456,OTU19058,154.0,5e-37
3457,OTU9944,159.0,1e-38
3458,OTU127,152.0,2e-36
3459,OTU1421,159.0,1e-38
3460,OTU9894,154.0,5e-37
3461,OTU9096,54.7,5e-07
3462,OTU4887,158.0,4e-38
3463,OTU5168,154.0,5e-37
3464,OTU12560,148.0,2e-35
3465,OTU12561,154.0,5e-37
3466,OTU5101,154.0,5e-37
3467,OTU19023,154.0,5e-37
3468,OTU19024,154.0,5e-37
3469,OTU19026,148.0,2e-35
3470,OTU9976,154.0,5e-37
3471,OTU12563,52.8,2e-06
3472,OTU8059,154.0,5e-37
3473,OTU9964,154.0,5e-37
3474,OTU9965,154.0,5e-37
3475,OTU12567,156.0,1e-37
3476,OTU19044,148.0,2e-35
3477,OTU18848,154.0,5e-37
3478,OTU1399,171.0,5e-42
3479,OTU3494,159.0,1e-38
3480,OTU645,-1.0,-1.0
3481,OTU686,-1.0,-1.0
3482,OTU18857,154.0,5e-37
3483,OTU8235,-1.0,-1.0
3484,OTU9101,99.0,2e-20
3485,OTU2088,159.0,1e-38
3486,OTU9778,80.5,8e-15
3487,OTU18870,84.2,6e-16
3488,OTU12575,52.8,2e-06
3489,OTU9781,80.5,8e-15
3490,OTU18876,122.0,1e-27
3491,OTU9102,124.0,4e-28
3492,OTU8416,139.0,1e-32
3493,OTU6352,86.1,2e-16
3494,OTU9881,-1.0,-1.0
3495,OTU18824,69.4,2e-11
3496,OTU1606,158.0,4e-38
3497,OTU1347,-1.0,-1.0
3498,OTU293,152.0,2e-36
3499,OTU18835,128.0,3e-29
3500,OTU3480,165.0,2e-40
3501,OTU1872,154.0,5e-37
3502,OTU12582,154.0,5e-37
3503,OTU443,159.0,1e-38
3504,OTU2460,165.0,2e-40
3505,OTU9106,154.0,5e-37
3506,OTU6038,165.0,2e-40
3507,OTU7106,154.0,5e-37
3508,OTU297,165.0,2e-40
3509,OTU816,154.0,5e-37
3510,OTU18941,154.0,5e-37
3511,OTU18944,154.0,5e-37
3512,OTU18897,154.0,5e-37
3513,OTU9094,159.0,1e-38
3514,OTU18883,159.0,1e-38
3515,OTU2349,165.0,2e-40
3516,OTU7051,159.0,1e-38
3517,OTU12584,159.0,1e-38
3518,OTU8386,159.0,1e-38
3519,OTU4596,147.0,8e-35
3520,OTU3807,158.0,4e-38
3521,OTU1824,159.0,1e-38
3522,OTU9113,148.0,2e-35
3523,OTU12528,154.0,5e-37
3524,OTU18895,154.0,5e-37
3525,OTU18886,159.0,1e-38
3526,OTU8397,159.0,1e-38
3527,OTU9114,159.0,1e-38
3528,OTU18936,159.0,1e-38
3529,OTU9115,154.0,5e-37
3530,OTU485,135.0,2e-31
3531,OTU8457,113.0,8e-25
3532,OTU2139,150.0,6e-36
3533,OTU245,132.0,2e-30
3534,OTU544,-1.0,-1.0
3535,OTU8445,154.0,5e-37
3536,OTU2895,139.0,1e-32
3537,OTU9775,154.0,5e-37
3538,OTU7014,158.0,4e-38
3539,OTU1770,-1.0,-1.0
3540,OTU8456,154.0,5e-37
3541,OTU5038,154.0,5e-37
3542,OTU212,152.0,2e-36
3543,OTU10019,159.0,1e-38
3544,OTU10009,154.0,5e-37
3545,OTU19048,154.0,5e-37
3546,OTU6306,159.0,1e-38
3547,OTU3512,159.0,1e-38
3548,OTU464,163.0,8e-40
3549,OTU12527,158.0,4e-38
3550,OTU9110,152.0,2e-36
3551,OTU4069,154.0,5e-37
3552,OTU9952,141.0,4e-33
3553,OTU3212,143.0,1e-33
3554,OTU6738,158.0,4e-38
3555,OTU18072,-1.0,-1.0
3556,OTU567,141.0,4e-33
3557,OTU8270,156.0,1e-37
3558,OTU18066,91.6,4e-18
3559,OTU2949,82.4,2e-15
3560,OTU2798,119.0,2e-26
3561,OTU1522,147.0,8e-35
3562,OTU9064,154.0,5e-37
3563,OTU18091,154.0,5e-37
3564,OTU18090,154.0,5e-37
3565,OTU5771,154.0,5e-37
3566,OTU18087,154.0,5e-37
3567,OTU9977,152.0,2e-36
3568,OTU12551,159.0,1e-38
3569,OTU9992,154.0,5e-37
3570,OTU5788,159.0,1e-38
3571,OTU9795,159.0,1e-38
3572,OTU18029,154.0,5e-37
3573,OTU9770,154.0,5e-37
3574,OTU18059,154.0,5e-37
3575,OTU18055,154.0,5e-37
3576,OTU12624,154.0,5e-37
3577,OTU18053,148.0,2e-35
3578,OTU1636,171.0,5e-42
3579,OTU3978,137.0,5e-32
3580,OTU2889,147.0,8e-35
3581,OTU908,141.0,4e-33
3582,OTU137,137.0,5e-32
3583,OTU9856,139.0,1e-32
3584,OTU9073,135.0,2e-31
3585,OTU9835,141.0,4e-33
3586,OTU9074,134.0,6e-31
3587,OTU6995,51.0,6e-06
3588,OTU9060,134.0,6e-31
3589,OTU12637,135.0,2e-31
3590,OTU18145,130.0,8e-30
3591,OTU9080,100.0,6e-21
3592,OTU12641,86.1,2e-16
3593,OTU18170,130.0,8e-30
3594,OTU18162,130.0,8e-30
3595,OTU18118,-1.0,-1.0
3596,OTU18117,159.0,1e-38
3597,OTU12649,154.0,5e-37
3598,OTU11136,159.0,1e-38
3599,OTU558,159.0,1e-38
3600,OTU12619,141.0,4e-33
3601,OTU18107,124.0,4e-28
3602,OTU18105,110.0,1e-23
3603,OTU18132,141.0,4e-33
3604,OTU9085,-1.0,-1.0
3605,OTU11141,145.0,3e-34
3606,OTU12618,135.0,2e-31
3607,OTU11131,134.0,6e-31
3608,OTU11116,130.0,8e-30
3609,OTU11103,139.0,1e-32
3610,OTU9086,147.0,8e-35
3611,OTU11115,141.0,4e-33
3612,OTU18128,141.0,4e-33
3613,OTU18125,141.0,4e-33
3614,OTU722,171.0,5e-42
3615,OTU6983,158.0,4e-38
3616,OTU2665,154.0,5e-37
3617,OTU12595,148.0,2e-35
3618,OTU12596,148.0,2e-35
3619,OTU12597,147.0,8e-35
3620,OTU12598,52.8,2e-06
3621,OTU17916,143.0,1e-33
3622,OTU12600,143.0,1e-33
3623,OTU6594,152.0,2e-36
3624,OTU12602,148.0,2e-35
3625,OTU9089,148.0,2e-35
3626,OTU8353,148.0,2e-35
3627,OTU17941,148.0,2e-35
3628,OTU8340,148.0,2e-35
3629,OTU594,154.0,5e-37
3630,OTU11117,148.0,2e-35
3631,OTU17934,150.0,6e-36
3632,OTU17931,148.0,2e-35
3633,OTU12608,148.0,2e-35
3634,OTU11144,148.0,2e-35
3635,OTU17929,148.0,2e-35
3636,OTU17888,154.0,5e-37
3637,OTU4120,137.0,5e-32
3638,OTU17881,154.0,5e-37
3639,OTU5740,76.8,1e-13
3640,OTU17872,148.0,2e-35
3641,OTU12614,154.0,5e-37
3642,OTU2508,159.0,1e-38
3643,OTU10298,159.0,1e-38
3644,OTU11190,159.0,1e-38
3645,OTU12526,159.0,1e-38
3646,OTU12273,159.0,1e-38
3647,OTU17895,159.0,1e-38
3648,OTU12021,159.0,1e-38
3649,OTU6662,159.0,1e-38
3650,OTU12272,159.0,1e-38
3651,OTU18002,148.0,2e-35
3652,OTU8895,161.0,3e-39
3653,OTU17999,154.0,5e-37
3654,OTU8896,159.0,1e-38
3655,OTU11930,159.0,1e-38
3656,OTU4683,159.0,1e-38
3657,OTU17992,78.7,3e-14
3658,OTU940,165.0,2e-40
3659,OTU7161,104.0,5e-22
3660,OTU11936,154.0,5e-37
3661,OTU2690,148.0,2e-35
3662,OTU4632,152.0,2e-36
3663,OTU11940,154.0,5e-37
3664,OTU11168,154.0,5e-37
3665,OTU11927,130.0,8e-30
3666,OTU11941,147.0,8e-35
3667,OTU18017,58.4,4e-08
3668,OTU5445,139.0,1e-32
3669,OTU2109,113.0,8e-25
3670,OTU11943,154.0,5e-37
3671,OTU11944,159.0,1e-38
3672,OTU435,154.0,5e-37
3673,OTU18008,154.0,5e-37
3674,OTU5854,159.0,1e-38
3675,OTU7081,148.0,2e-35
3676,OTU17954,159.0,1e-38
3677,OTU17953,148.0,2e-35
3678,OTU3977,159.0,1e-38
3679,OTU11019,159.0,1e-38
3680,OTU17964,148.0,2e-35
3681,OTU17956,154.0,5e-37
3682,OTU6578,159.0,1e-38
3683,OTU5052,-1.0,-1.0
3684,OTU8912,163.0,8e-40
3685,OTU11950,148.0,2e-35
3686,OTU11951,159.0,1e-38
3687,OTU11953,52.8,2e-06
3688,OTU7628,159.0,1e-38
3689,OTU5896,154.0,5e-37
3690,OTU18337,159.0,1e-38
3691,OTU5442,159.0,1e-38
3692,OTU18390,156.0,1e-37
3693,OTU10982,148.0,2e-35
3694,OTU11925,154.0,5e-37
3695,OTU11910,159.0,1e-38
3696,OTU7099,159.0,1e-38
3697,OTU11897,154.0,5e-37
3698,OTU7111,143.0,1e-33
3699,OTU18410,148.0,2e-35
3700,OTU18404,137.0,5e-32
3701,OTU11901,148.0,2e-35
3702,OTU8916,148.0,2e-35
3703,OTU18402,148.0,2e-35
3704,OTU18400,150.0,6e-36
3705,OTU18395,148.0,2e-35
3706,OTU18347,154.0,5e-37
3707,OTU18338,154.0,5e-37
3708,OTU18344,152.0,2e-36
3709,OTU18343,69.4,2e-11
3710,OTU3228,148.0,2e-35
3711,OTU18340,154.0,5e-37
3712,OTU11907,154.0,5e-37
3713,OTU7601,154.0,5e-37
3714,OTU18354,154.0,5e-37
3715,OTU11896,154.0,5e-37
3716,OTU18366,154.0,5e-37
3717,OTU11065,154.0,5e-37
3718,OTU18370,148.0,2e-35
3719,OTU8920,117.0,6e-26
3720,OTU11911,148.0,2e-35
3721,OTU8906,87.9,5e-17
3722,OTU11912,108.0,4e-23
3723,OTU11079,158.0,4e-38
3724,OTU11914,148.0,2e-35
3725,OTU18467,67.6,6e-11
3726,OTU18466,148.0,2e-35
3727,OTU18455,143.0,1e-33
3728,OTU18459,154.0,5e-37
3729,OTU18458,154.0,5e-37
3730,OTU18464,58.4,4e-08
3731,OTU18473,-1.0,-1.0
3732,OTU1749,-1.0,-1.0
3733,OTU11919,154.0,5e-37
3734,OTU11920,135.0,2e-31
3735,OTU5031,115.0,2e-25
3736,OTU18487,154.0,5e-37
3737,OTU18486,154.0,5e-37
3738,OTU2702,159.0,1e-38
3739,OTU18477,154.0,5e-37
3740,OTU18431,154.0,5e-37
3741,OTU11042,-1.0,-1.0
3742,OTU5013,93.5,1e-18
3743,OTU8858,-1.0,-1.0
3744,OTU11046,154.0,5e-37
3745,OTU4087,-1.0,-1.0
3746,OTU4651,-1.0,-1.0
3747,OTU11991,148.0,2e-35
3748,OTU3410,-1.0,-1.0
3749,OTU18446,-1.0,-1.0
3750,OTU11994,-1.0,-1.0
3751,OTU11201,-1.0,-1.0
3752,OTU11249,58.4,4e-08
3753,OTU7679,141.0,4e-33
3754,OTU2157,147.0,8e-35
